departement,annee,population,code_dep
2025-DEP-89,2020,334156.0,89
2025-DEP-89,2017,338291.0,89
2025-DEP-89,2021,333385.0,89
2025-DEP-89,2016,340544.0,89
2025-DEP-89,2023,332267.0,89
2025-DEP-89,2018,337504.0,89
2025-DEP-89,2022,333896.0,89
2025-DEP-89,2019,335707.0,89
2025-DEP-90,2021,139654.0,90
2025-DEP-90,2019,141318.0,90
2025-DEP-90,2016,144089.0,90
2025-DEP-90,2022,140082.0,90
2025-DEP-90,2017,142622.0,90
2025-DEP-90,2020,140120.0,90
2025-DEP-90,2018,141852.0,90
2025-DEP-90,2023,140255.0,90
2025-DEP-91,2022,1324546.0,91
2025-DEP-91,2020,1306118.0,91
2025-DEP-91,2021,1313768.0,91
2025-DEP-91,2019,1301659.0,91
2025-DEP-91,2018,1296641.0,91
2025-DEP-91,2016,1287330.0,91
2025-DEP-91,2017,1296130.0,91
2025-DEP-91,2023,1338485.0,91
2025-DEP-92,2017,1609306.0,92
2025-DEP-92,2016,1603268.0,92
2025-DEP-92,2022,1647435.0,92
2025-DEP-92,2023,1654712.0,92
2025-DEP-92,2021,1635291.0,92
2025-DEP-92,2019,1624357.0,92
2025-DEP-92,2018,1619120.0,92
2025-DEP-92,2020,1626213.0,92
2025-DEP-93,2019,1644903.0,93
2025-DEP-93,2020,1655422.0,93
2025-DEP-93,2021,1668670.0,93
2025-DEP-93,2017,1623111.0,93
2025-DEP-93,2023,1704316.0,93
2025-DEP-93,2022,1681725.0,93
2025-DEP-93,2018,1632677.0,93
2025-DEP-93,2016,1606660.0,93
2025-DEP-94,2021,1415367.0,94
2025-DEP-94,2018,1396913.0,94
2025-DEP-94,2016,1378151.0,94
2025-DEP-94,2017,1387926.0,94
2025-DEP-94,2023,1426929.0,94
2025-DEP-94,2020,1407972.0,94
2025-DEP-94,2019,1407124.0,94
2025-DEP-94,2022,1419531.0,94
2025-DEP-95,2017,1228618.0,95
2025-DEP-95,2023,1281653.0,95
2025-DEP-95,2018,1238581.0,95
2025-DEP-95,2016,1221923.0,95
2025-DEP-95,2019,1249674.0,95
2025-DEP-95,2020,1251804.0,95
2025-DEP-95,2022,1270845.0,95
2025-DEP-95,2021,1256607.0,95
